0|iata_code|1|name_eng|2|city_rus|3|country_rus
KMC|KMC|King Khalid Military|King Khalid Military|||Саудовская Аравия|Саудовская Аравия
KMD|KMD|Mandji|Mandji|Манджи|Манджи|Габон|Габон
KME|KME|Kamembe|Kamembe|Камембе|Камембе|Руанда|Руанда
KMF|KMF|Kamina|Kamina|Камина|Камина|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KMG|KMG|Kunming|Kunming|Кунминг|Кунминг|Китай|Китай
KMH|KMH|Kuruman|Kuruman|Куруман|Куруман|ЮАР|ЮАР
KMI|KMI|Miyazaki|Miyazaki|Миядзаки|Миядзаки|Япония|Япония
KMJ|KMJ|Kumamoto|Kumamoto|Кумамото|Кумамото|Япония|Япония
KMK|KMK|Makabana|Makabana|Макабана|Макабана|Конго|Конго
KML|KML|Kamileroi|Kamileroi|||Австралия|Австралия
KMM|KMM|Kimam|Kimam|Кимам|Кимам|Индонезия|Индонезия
KMN|KMN|Kamina|Kamina|Камина|Камина|Демократическая республика Конго|Демократическая республика Конго
KMO|KMO|Manokotak SPB|Manokotak SPB|||США|США
KMP|KMP|J.G.H. Van Der Wath|J.G.H. Van Der Wath|Китмансхуп|Китмансхуп|Намибия|Намибия
KMQ|KMQ|Komatsu|Komatsu|Коматсу|Коматсу|Япония|Япония
KMR|KMR|Karimui|Karimui|Каримуи|Каримуи|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KMS|KMS|Kumasi|Kumasi|Кумаси|Кумаси|Гана|Гана
KMT|KMT|Kampot|Kampot|Кампот|Кампот|Камбоджа|Камбоджа
KMU|KMU|Kismayu|Kismayu|Кисмайо|Кисмайо|Сомали|Сомали
KMV|KMV|Kalemyo|Kalemyo|Калемьо|Калемьо|Мьянма|Мьянма
KMW|KMW|Kostroma|Kostroma|Кострома|Кострома|Россия|Россия
KMX|KMX|Khamis Mushait|Khamis Mushait|||Саудовская Аравия|Саудовская Аравия
KMY|KMY|Moser Bay|Moser Bay|||США|США
KMZ|KMZ|Kaoma|Kaoma|||Замбия|Замбия
KNA|KNA|Vina del Mar|Vina del Mar|Винья-дель-Мар|Винья-дель-Мар|Чили|Чили
KNB|KNB|Kanab|Kanab|Канаб|Канаб|США|США
KND|KND|Kindu|Kindu|Кинду|Кинду|Заир|Заир
KNE|KNE|Kanainj|Kanainj|Канайндж|Канайндж|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KNF|KNF|Marham RAF|Marham RAF|||Великобритания|Великобритания
KNG|KNG|Kaimana|Kaimana|Каймана|Каймана|Индонезия|Индонезия
KNH|KNH|Shang-Yi|Shang-Yi|Кинмень|Кинмень|Китай|Китай
KNI|KNI|Katanning|Katanning|||Австралия|Австралия
KNJ|KNJ|Kindamba|Kindamba|Киндамба|Киндамба|Конго|Конго
KNK|KNK|Kakhonak|Kakhonak|||США|США
KNL|KNL|Kelanoa|Kelanoa|||Папуа - Новая Гвинея|Папуа - Новая Гвинея
KNM|KNM|Kaniama|Kaniama|Каниама|Каниама|Демократическая республика Конго|Демократическая республика Конго
KNN|KNN|Kankan|Kankan|Канкан|Канкан|Гвинея|Гвинея
KNO|KNO|Knokke/Het Zoute|Knokke/Het Zoute|||Бельгия|Бельгия
KNP|KNP|Capanda|Capanda|||Ангола|Ангола
KNQ|KNQ|Kone|Kone|Коне|Коне|Новая Каледония|Новая Каледония
KNR|KNR|Jam|Jam|Канган|Канган|Иран|Иран
KNS|KNS|King Island|King Island|Кинг-Айленд|Кинг-Айленд|Австралия|Австралия
KNT|KNT|Municipal|Municipal|||США|США
KNU|KNU|Kanpur|Kanpur|Канпур|Канпур|Индия|Индия
KNV|KNV|Knights Inlet|Knights Inlet|||Канада|Канада
KNW|KNW|New Stuyahok|New Stuyahok|||США|США
KNX|KNX|Kununurra|Kununurra|Кунунурра|Кунунурра|Австралия|Австралия
KNY|KNY|Kinoosao|Kinoosao|||Кения|Кения
KNZ|KNZ|Kenieba|Kenieba|Кеньеба|Кеньеба|Мали|Мали
KOA|KOA|Kona International Airport|Kona International Airport|||США|США
KOB|KOB|Koutaba|Koutaba|Кутаба|Кутаба|Камерун|Камерун
KOC|KOC|Koumac|Koumac|Кумак|Кумак|Новая Каледония|Новая Каледония
KOD|KOD|Kotabangun|Kotabangun|Котабангун|Котабангун|Индонезия|Индонезия
KOE|KOE|Eltari|Eltari|||Индонезия|Индонезия
KOF|KOF|Komatipoort|Komatipoort|||ЮАР|ЮАР
KOG|KOG|Khong|Khong|Кхонг|Кхонг|Лаос|Лаос
KOH|KOH|Koolatah|Koolatah|||Австралия|Австралия
KOI|KOI|Orkney Island|Orkney Island|||Великобритания|Великобритания
KOJ|KOJ|Kagoshima|Kagoshima|Кагошима|Кагошима|Япония|Япония
KOK|KOK|Kruunupyy|Kruunupyy|||Финляндия|Финляндия
KOL|KOL|Koumala|Koumala|Кумала|Кумала|Центральноафриканская Республика|Центральноафриканская Республика
KOM|KOM|Komo-Manda|Komo-Manda|Комо-Манда|Комо-Манда|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KON|KON|Kontum|Kontum|Контум|Контум|Вьетнам|Вьетнам
KOO|KOO|Kongolo|Kongolo|Конголо|Конголо|Демократическая республика Конго|Демократическая республика Конго
KOP|KOP|Nakhon Phanom|Nakhon Phanom|Накхон Патхом|Накхон Патхом|Таиланд|Таиланд
KOQ|KOQ|Koethen|Koethen|||Германия|Германия
KOR|KOR|Kokoro|Kokoro|Кокоро|Кокоро|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KOS|KOS|Sihanoukville|Sihanoukville|||Камбоджа|Камбоджа
KOT|KOT|Kotlik|Kotlik|||США|США
KOU|KOU|Koulamoutou|Koulamoutou|Куламуту|Куламуту|Габон|Габон
KOV|KOV|Kokshetau|Kokshetau|Кокшетау|Кокшетау|Казахстан|Казахстан
KOW|KOW|Ganzhou|Ganzhou|Ганьчжоу|Ганьчжоу|Китай|Китай
KOX|KOX|Kokonao|Kokonao|Коконао|Коконао|Индонезия|Индонезия
KOY|KOY|Olga Bay SPB|Olga Bay SPB|||США|США
KOZ|KOZ|Ouzinkie SPB|Ouzinkie SPB|||США|США
KPA|KPA|Kopiago|Kopiago|Копьяго|Копьяго|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KPB|KPB|Point Baker SPB|Point Baker SPB|||США|США
KPC|KPC|Port Clarence|Port Clarence|||США|США
KPD|KPD|King Of Prussia|King Of Prussia|||США|США
KPE|KPE|Yapsiei|Yapsiei|Япсией|Япсией|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KPF|KPF|Kondubol|Kondubol|||Папуа - Новая Гвинея|Папуа - Новая Гвинея
KPG|KPG|Kurupung|Kurupung|Курупунг|Курупунг|Гайана|Гайана
KPH|KPH|Pauloff Harbor SPB|Pauloff Harbor SPB|||США|США
KPI|KPI|Kapit|Kapit|||Малайзия|Малайзия
KPK|KPK|Parks SPB|Parks SPB|||США|США
KPL|KPL|Kapal|Kapal|||Папуа - Новая Гвинея|Папуа - Новая Гвинея
KPM|KPM|Kompiam|Kompiam|Компиам|Компиам|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KPN|KPN|Kipnuk SPB|Kipnuk SPB|||США|США
KPO|KPO|Pohang|Pohang|Пхохан|Пхохан|Южная Корея|Южная Корея
KPP|KPP|Kalpowar|Kalpowar|||Австралия|Австралия
KPR|KPR|Port Williams SPB|Port Williams SPB|||США|США
KPS|KPS|Kempsey|Kempsey|||Австралия|Австралия
KPT|KPT|Jackpot|Jackpot|||США|США
KPV|KPV|Perryville SPB|Perryville SPB|||США|США
KPY|KPY|Port Bailey SPB|Port Bailey SPB|||США|США
KQA|KQA|Akutan|Akutan|Акутан|Акутан|США|США
KQB|KQB|Koonibba|Koonibba|||Австралия|Австралия
KQL|KQL|Kol|Kol|Кол|Кол|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KRA|KRA|Kerang|Kerang|||Австралия|Австралия
KRB|KRB|Karumba|Karumba|||Австралия|Австралия
KRC|KRC|Kerinci|Kerinci|||Индонезия|Индонезия
KRD|KRD|Kurundi|Kurundi|||Австралия|Австралия
KRE|KRE|Kirundo|Kirundo|||Бурунди|Бурунди
KRF|KRF|Kramfors|Kramfors|Крамфорс|Крамфорс|Швеция|Швеция
KRG|KRG|Karasabai|Karasabai|Карасабаи|Карасабаи|Гайана|Гайана
KRI|KRI|Kikori|Kikori|Кикори|Кикори|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KRJ|KRJ|Karawari|Karawari|Каравари|Каравари|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KRK|KRK|J. Paul Ii Balice Intl|J. Paul Ii Balice Intl|Краков|Краков|Польша|Польша
KRL|KRL|Korla|Korla|Корла|Корла|Китай|Китай
KRM|KRM|Karanambo|Karanambo|Каранамбо|Каранамбо|Гайана|Гайана
KRN|KRN|Kiruna|Kiruna|Кируна|Кируна|Швеция|Швеция
KRO|KRO|Kurgan|Kurgan|Курган|Курган|Россия|Россия
KRP|KRP|Karup|Karup|Каруп|Каруп|Дания|Дания
KRQ|KRQ|Kramatorsk|Kramatorsk|Краматорск|Краматорск|Украина|Украина
KRR|KRR|Pashkovsky|Pashkovsky|Краснодар|Краснодар|Россия|Россия
KRS|KRS|Kjevik|Kjevik|Кристиансенд|Кристиансенд|Норвегия|Норвегия
KRT|KRT|Civil|Civil|Хартум|Хартум|Судан|Судан
KRU|KRU|Kerau|Kerau|||Папуа - Новая Гвинея|Папуа - Новая Гвинея
KRV|KRV|Kerio Valley|Kerio Valley|Керио-Валлей|Керио-Валлей|Кения|Кения
KRW|KRW|Turkmanbashi|Turkmanbashi|||Туркменистан|Туркменистан
KRX|KRX|Kar Kar|Kar Kar|Кар-Кар|Кар-Кар|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KRY|KRY|Karamay|Karamay|Карамай|Карамай|Китай|Китай
KRZ|KRZ|Kiri|Kiri|Кири|Кири|Демократическая республика Конго|Демократическая республика Конго
KSA|KSA|Kosrae|Kosrae|||Микронезия|Микронезия
KSB|KSB|Kasanombe|Kasanombe|Касаномбе|Касаномбе|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KSC|KSC|Barca|Barca|Косице|Косице|Словакия|Словакия
KSD|KSD|Karlstad|Karlstad|Карлстад|Карлстад|Швеция|Швеция
KSE|KSE|Kasese|Kasese|Касесе|Касесе|Уганда|Уганда
KSF|KSF|Kassel-Calden|Kassel-Calden|Кассел|Кассел|Германия|Германия
KSG|KSG|Kisengan|Kisengan|Кисенгам|Кисенгам|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KSH|KSH|Kermanshah|Kermanshah|Керманшах|Керманшах|Иран|Иран
KSI|KSI|Kissidougou|Kissidougou|Киссидугу|Киссидугу|Гвинея|Гвинея
KSJ|KSJ|Kasos Island|Kasos Island|||Греция|Греция
KSK|KSK|Karlskoga|Karlskoga|Карлскуга|Карлскуга|Швеция|Швеция
KSL|KSL|Kassala|Kassala|Кассала|Кассала|Судан|Судан
KSM|KSM|Saint Marys|Saint Marys|||США|США
KSN|KSN|Kostanay|Kostanay|Костанай|Костанай|Казахстан|Казахстан
KSO|KSO|Aristoteles Airport|Aristoteles Airport|Кастория|Кастория|Греция|Греция
KSP|KSP|Kosipe|Kosipe|Косипе|Косипе|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KSQ|KSQ|Karshi|Karshi|Карши|Карши|Узбекистан|Узбекистан
KSR|KSR|Federal No 1|Federal No 1|||США|США
KSS|KSS|Sikasso|Sikasso|Сикассо|Сикассо|Мали|Мали
KST|KST|Kosti|Kosti|Кости|Кости|Судан|Судан
KSU|KSU|Kvernberget|Kvernberget|Кистиансанд|Кистиансанд|Норвегия|Норвегия
KSV|KSV|Springvale|Springvale|||Австралия|Австралия
KSW|KSW|Kiryat Shmona|Kiryat Shmona|Кирьят-Шемона|Кирьят-Шемона|Израиль|Израиль
KSX|KSX|Yasuru|Yasuru|Ясуру|Ясуру|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KSY|KSY|Kars|Kars|Карс|Карс|Турция|Турция
KSZ|KSZ|Kotlas|Kotlas|Котлас|Котлас|Россия|Россия
KTA|KTA|Karratha|Karratha|Каррата|Каррата|Австралия|Австралия
KTB|KTB|Thorne Bay|Thorne Bay|||США|США
KTC|KTC|Katiola|Katiola|||Кот д&#039;Ивуар|Кот д&#039;Ивуар
KTD|KTD|Kitadaito|Kitadaito|||Япония|Япония
KTE|KTE|Kerteh|Kerteh|Кертех|Кертех|Малайзия|Малайзия
KTF|KTF|Takaka|Takaka|Такака|Такака|Новая Зеландия|Новая Зеландия
KTG|KTG|Ketapang|Ketapang|||Индонезия|Индонезия
KTH|KTH|SPB|SPB|||Индия|Индия
KTI|KTI|Kratie|Kratie|Кратье|Кратье|Камбоджа|Камбоджа
KTK|KTK|Kanua|Kanua|Кануа|Кануа|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KTL|KTL|Kitale|Kitale|Китале|Китале|Кения|Кения
KTM|KTM|Tribhuvan|Tribhuvan|Катманду|Катманду|Непал|Непал
KTN|KTN|International|International|||США|США
KTO|KTO|Kato|Kato|Като|Като|Гайана|Гайана
KTP|KTP|Tinson|Tinson|Кингстоун|Кингстоун|Ямайка|Ямайка
KTQ|KTQ|Kitee|Kitee|||Финляндия|Финляндия
KTR|KTR|Tindal|Tindal|Кэтрин|Кэтрин|Австралия|Австралия
KTS|KTS|Brevig Mission|Brevig Mission|||США|США
KTT|KTT|Kittila|Kittila|Киттила|Киттила|Финляндия|Финляндия
KTU|KTU|Kota|Kota|Мота|Мота|Индия|Индия
KTV|KTV|Kamarata|Kamarata|||Венесуэла|Венесуэла
KTW|KTW|Pyrzowice|Pyrzowice|Катовице|Катовице|Польша|Польша
KTX|KTX|Koutiala|Koutiala|Кутиала|Кутиала|Мали|Мали
KTY|KTY|Katukurunda Slaf Base|Katukurunda Slaf Base|||Шри-Ланка|Шри-Ланка
KTZ|KTZ|Kwun Tong|Kwun Tong|||Гонконг|Гонконг
KUA|KUA|Kuantan|Kuantan|Куантан|Куантан|Малайзия|Малайзия
KUC|KUC|Kuria|Kuria|Куриа|Куриа|Кирибати|Кирибати
KUD|KUD|Kudat|Kudat|||Малайзия|Малайзия
KUE|KUE|Kukundu|Kukundu|Кукунди|Кукунди|Соломоновы острова|Соломоновы острова
KUF|KUF|Kurumoch|Kurumoch|Самара|Самара|Россия|Россия
KUG|KUG|Kubin Island|Kubin Island|Кубин-Айленд|Кубин-Айленд|Австралия|Австралия
KUH|KUH|Kushiro|Kushiro|Куширо|Куширо|Япония|Япония
KUI|KUI|Kawau Island|Kawau Island|Кавау-Айленд|Кавау-Айленд|Новая Зеландия|Новая Зеландия
KUJ|KUJ|Kushimoto|Kushimoto|Кушимото|Кушимото|Япония|Япония
KUK|KUK|Kasigluk|Kasigluk|||США|США
KUL|KUL|Kuala Lumpur International Airport (klia)|Kuala Lumpur International Airport (klia)|Куала-Лумпур|Куала-Лумпур|Малайзия|Малайзия
KUM|KUM|Yakushima|Yakushima|||Япония|Япония
KUN|KUN|Kaunas|Kaunas|Каунас|Каунас|Литва|Литва
KUO|KUO|Kuopio|Kuopio|Куопио|Куопио|Финляндия|Финляндия
KUP|KUP|Kupiano|Kupiano|Купиано|Купиано|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KUQ|KUQ|Kuri|Kuri|Кури|Кури|Папуа - Новая Гвинея|Папуа - Новая Гвинея
KUR|KUR|Kuran-O-Munjan|Kuran-O-Munjan|||Таджикистан|Таджикистан
KUS|KUS|Kulusuk|Kulusuk|||Гренландия|Гренландия
KUT|KUT|Kopitnari|Kopitnari|Кутаиси|Кутаиси|Грузия|Грузия
KUU|KUU|Kullu Manali|Kullu Manali|||Индия|Индия
KUV|KUV|Gunsan|Gunsan|||Южная Корея|Южная Корея
KUW|KUW|Kugururok River|Kugururok River|||Папуа - Новая Гвинея|Папуа - Новая Гвинея
KUX|KUX|Kuyol|Kuyol|||Северная Корея|Северная Корея
KUY|KUY|Kamusi Airport|Kamusi Airport|Кугурурок-Ривер, шт. Аляска|Кугурурок-Ривер, шт. Аляска|США|США
KUZ|KUZ|Gunsan Airbase|Gunsan Airbase|||Южная Корея|Южная Корея
KVA|KVA|Megas Alexandros International|Megas Alexandros International|Кавала|Кавала|Греция|Греция
